0	25.87264022
0.01	25.97906321
0.02	27.4854862
0.03	26.39190919
0.04	28.39833218
0.05	28.60475517
0.06	25.51117816
0.07	29.31760116
0.08	26.32402415
0.09	26.73044714
0.1	23.23687013
0.11	25.14329312
0.12	23.64971611
0.13	22.9561391
0.14	18.66256209
0.15	24.56898508
0.16	22.17540808
0.17	22.58183107
0.18	21.48825406
0.19	22.69467705
0.2	24.80110004
0.21	21.80752303
0.22	23.81394602
0.23	20.82036901
0.24	28.92679201
0.25	22.533215
0.26	25.43963799
0.27	25.74606098
0.28	25.55248397
0.29	28.65890696
0.3	27.86532995
0.31	27.17175294
0.32	28.47817594
0.33	27.68459893
0.34	24.49102192
0.35	23.19744491
0.36	26.5038679
0.37	25.91029089
0.38	28.71671388
0.39	28.92313687
0.4	28.92955986
0.41	28.53598286
0.42	23.14240585
0.43	26.14882884
0.44	29.25525183
0.45	24.66167482
0.46	28.66809781
0.47	26.3745208
0.48	24.08094379
0.49	22.88736679
0.5	24.39378978
0.51	26.10021277
0.52	29.60663576
0.53	21.81305875
0.54	21.91948174
0.55	26.62590473
0.56	27.63232772
0.57	27.93875072
0.58	28.84517371
0.59	24.6515967
0.6	30.45801969
0.61	28.56444268
0.62	26.67086567
0.63	25.07728866
0.64	24.88371165
0.65	23.59013464
0.66	26.99655764
0.67	25.40298063
0.68	26.70940362
0.69	25.91582661
0.7	28.2222496
0.71	27.52867259
0.72	24.43509558
0.73	28.94151857
0.74	25.94794157
0.75	26.35436456
0.76	25.76078755
0.77	20.56721054
0.78	24.07363353
0.79	31.28005652
0.8	29.28647951
0.81	25.7929025
0.82	22.0993255
0.83	28.50574849
0.84	23.51217148
0.85	22.11859447
0.86	24.22501746
0.87	24.63144045
0.88	23.43786344
0.89	25.44428643
0.9	31.45070942
0.91	25.65713242
0.92	27.86355541
0.93	26.3699784
0.94	28.47640139
0.95	29.98282438
0.96	24.88924737
0.97	29.99567036
0.98	23.00209335
0.99	26.00851635
1	22.91493934
1.01	26.52136233
1.02	24.22778532
1.03	25.83420831
1.04	22.9406313
1.05	23.54705429
1.06	26.25347728
1.07	24.85990027
1.08	25.16632327
1.09	22.87274626
1.1	27.47916925
1.11	32.68559224
1.12	23.79201523
1.13	23.09843822
1.14	22.50486121
1.15	23.1112842
1.16	25.7177072
1.17	26.62413019
1.18	27.83055318
1.19	29.03697617
1.2	25.44339916
1.21	23.44982215
1.22	26.55624514
1.23	27.16266813
1.24	25.16909113
1.25	24.87551412
1.26	24.88193711
1.27	25.0883601
1.28	24.59478309
1.29	24.30120608
1.3	21.80762907
1.31	24.21405206
1.32	22.12047505
1.33	24.42689805
1.34	26.13332104
1.35	25.53974403
1.36	27.34616702
1.37	28.75259001
1.38	26.759013
1.39	27.06543599
1.4	22.27185898
1.41	21.47828198
1.42	19.48470497
1.43	19.09112796
1.44	23.49755095
1.45	24.00397394
1.46	26.01039693
1.47	20.81681992
1.48	24.22324291
1.49	25.82966591
1.5	24.8360889
1.51	21.74251189
1.52	19.64893488
1.53	21.95535787
1.54	24.76178086
1.55	20.96820385
1.56	17.17462684
1.57	21.38104983
1.58	20.68747283
1.59	23.59389582
1.6	18.80031881
1.61	23.4067418
1.62	24.71316479
1.63	26.01958778
1.64	25.02601077
1.65	19.53243376
1.66	21.93885676
1.67	17.94527975
1.68	21.35170274
1.69	20.55812573
1.7	19.26454872
1.71	20.87097171
1.72	17.2773947
1.73	19.28381769
1.74	24.39024069
1.75	18.29666368
1.76	20.80308667
1.77	23.40950966
1.78	25.71593265
1.79	21.92235564
1.8	23.82877863
1.81	22.13520162
1.82	23.34162461
1.83	21.14804761
1.84	23.5544706
1.85	21.36089359
1.86	21.86731658
1.87	17.67373957
1.88	18.28016256
1.89	22.18658555
1.9	26.79300854
1.91	27.29943154
1.92	26.30585453
1.93	22.51227752
1.94	21.01870051
1.95	26.5251235
1.96	26.63154649
1.97	24.93796948
1.98	30.44439247
1.99	24.65081546
2	26.45723846
2.01	26.06366145
2.02	24.87008444
2.03	25.67650743
2.04	22.88293042
2.05	23.08935341
2.06	21.8957764
2.07	26.60219939
2.08	23.50862239
2.09	25.11504538
2.1	22.72146837
2.11	20.72789136
2.12	20.23431435
2.13	21.84073734
2.14	23.14716033
2.15	21.85358332
2.16	28.06000632
2.17	28.66642931
2.18	22.7728523
2.19	24.17927529
2.2	25.08569828
2.21	24.19212127
2.22	26.79854426
2.23	23.30496725
2.24	24.71139024
2.25	21.51781324
2.26	22.82423623
2.27	16.33065922
2.28	19.53708221
2.29	17.3435052
2.3	18.64992819
2.31	17.85635118
2.32	16.96277417
2.33	19.76919717
2.34	20.27562016
2.35	20.28204315
2.36	23.78846614
2.37	20.99488913
2.38	23.40131212
2.39	21.40773511
2.4	21.6141581
2.41	20.2205811
2.42	19.62700409
2.43	19.83342708
2.44	19.63985007
2.45	21.54627306
2.46	20.55269605
2.47	17.45911904
2.48	21.16554203
2.49	20.57196502
2.5	19.07838802
2.51	20.08481101
2.52	19.291234
2.53	19.49765699
2.54	19.30407998
2.55	16.71050297
2.56	21.11692596
2.57	18.52334895
2.58	21.92977195
2.59	18.03619494
2.6	16.54261793
2.61	17.34904092
2.62	22.15546391
2.63	18.4618869
2.64	20.36830989
2.65	14.67473288
2.66	13.58115587
2.67	13.58757887
2.68	13.99400186
2.69	15.10042485
2.7	12.00684784
2.71	14.81327083
2.72	14.91969382
2.73	17.12611681
2.74	18.1325398
2.75	18.5389628
2.76	17.54538579
2.77	16.15180878
2.78	12.65823177
2.79	16.86465476
2.8	14.47107775
2.81	17.67750074
2.82	15.18392373
2.83	12.39034673
2.84	7.496769716
2.85	12.30319271
2.86	9.509615699
2.87	14.71603869
2.88	12.12246168
2.89	15.52888467
2.9	18.33530766
2.91	15.44173065
2.92	16.24815365
2.93	15.05457664
2.94	16.76099963
2.95	17.36742262
2.96	16.97384561
2.97	15.0802686
2.98	19.38669159
2.99	19.09311458
3	21.49953758
3.01	21.90596057
3.02	21.21238356
3.03	21.31880655
3.04	21.02522954
3.05	18.93165253
3.06	19.93807552
3.07	19.24449851
3.08	19.65092151
3.09	22.2573445
3.1	22.86376749
3.11	20.27019048
3.12	19.37661347
3.13	18.98303646
3.14	21.78945945
3.15	19.39588244
3.16	20.20230543
3.17	22.80872843
3.18	23.71515142
3.19	20.82157441
3.2	22.4279974
3.21	16.83442039
3.22	18.54084338
3.23	18.74726637
3.24	18.65368936
3.25	19.46011236
3.26	20.16653535
3.27	14.37295834
3.28	18.67938133
3.29	18.78580432
3.3	16.29222731
3.31	17.3986503
3.32	16.90507329
3.33	20.01149629
3.34	18.71791928
3.35	17.62434227
3.36	21.43076526
3.37	26.23718825
3.38	17.94361124
3.39	20.45003423
3.4	24.15645722
3.41	21.76288021
3.42	20.96930321
3.43	22.9757262
3.44	23.78214919
3.45	19.28857218
3.46	22.79499517
3.47	22.50141816
3.48	22.10784115
3.49	25.51426414
3.5	18.72068714
3.51	19.72711013
3.52	23.23353312
3.53	20.53995611
3.54	17.9463791
3.55	20.25280209
3.56	22.65922508
3.57	19.26564807
3.58	20.87207106
3.59	15.57849406
3.6	15.78491705
3.61	19.19134004
3.62	18.39776303
3.63	17.10418602
3.64	17.61060901
3.65	16.317032
3.66	19.52345499
3.67	14.92987799
3.68	19.53630098
3.69	17.04272397
3.7	15.14914696
3.71	20.95556995
3.72	14.56199294
3.73	17.56841593
3.74	19.77483892
3.75	20.98126192
3.76	24.78768491
3.77	21.7941079
3.78	16.70053089
3.79	16.10695388
3.8	13.81337687
3.81	15.11979986
3.82	15.52622285
3.83	12.53264584
3.84	20.23906884
3.85	14.24549183
3.86	14.75191482
3.87	19.45833781
3.88	14.4647608
3.89	14.27118379
3.9	18.27760678
3.91	15.08402977
3.92	21.19045277
3.93	22.39687576
3.94	19.70329875
3.95	21.20972174
3.96	22.11614473
3.97	23.42256772
3.98	15.82899071
3.99	15.4354137
4	16.8418367
4.01	21.44825969
4.02	13.45468268
4.03	21.56110567
4.04	22.86752866
4.05	15.27395165
4.06	20.98037464
4.07	16.88679763
4.08	11.99322062
4.09	20.79964362
4.1	20.80606661
4.11	18.8124896
4.12	18.21891259
4.13	18.42533558
4.14	19.13175857
4.15	18.43818156
4.16	18.04460455
